Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
7164 pointer: 000001ECE233A6AA, len: 33 <   This, this were true felicity!>
7165 pointer: 000001ECE232988C, len: 30 <   Before such fond simplicity>
7166 pointer: 000001ECE230E5D0, len: 34 <   Charming with grave simplicity.>
7167 pointer: 000001ECE23298AC, len: 25 <   And mental elasticity.>
7168 pointer: 000001ECE23158B6, len: 26 <   Of Russian domesticity;>
7169 pointer: 000001ECE233A9EC, len: 31 <   Yet with a feigned frigidity>
7170 pointer: 000001ECE233ADE9, len: 29 <   Cursing his own stupidity,>
7171 pointer: 000001ECE231E0CF, len: 32 <   (Nonsense and pure absurdity,>
7172 pointer: 000001ECE230CE0E, len: 29 <   Discovered much absurdity,>
7173 pointer: 000001ECE2317180, len: 25 <   By dull insensibility,>
7174 pointer: 000001ECE2317502, len: 32 <   And then with blind credulity>
7175 pointer: 000001ECE231BCF8, len: 31 <   And husbands' tedious amity?>
7176 pointer: 000001ECE23266D6, len: 29 <   But grant with magnanimity>
7177 pointer: 000001ECE230775A, len: 66 <   their lot, and they bear the cold with a wonderful equanimity.]>
7178 pointer: 000001ECE231FCE2, len: 24 <   And naked uniformity.>
7179 pointer: 000001ECE232C6CE, len: 29 <   The blessings of humanity.>
7180 pointer: 000001ECE230A7A4, len: 30 <   Like him renouncing vanity,>
7181 pointer: 000001ECE23394BC, len: 30 <   By his embarrassed dignity->
7182 pointer: 000001ECE2325329, len: 29 <   Of old maids the divinity,>
7183 pointer: 000001ECE232668C, len: 27 <   I will with thy divinity>
7184 pointer: 000001ECE232EE06, len: 29 <   Passed into dull eternity,>
7185 pointer: 000001ECE232C592, len: 27 <   Have echoed to eternity.>
7186 pointer: 000001ECE2319066, len: 28 <   Hears not my importunity!>
7187 pointer: 000001ECE2326FA5, len: 29 <   As giddy youth's hilarity->
7188 pointer: 000001ECE231C424, len: 30 <   Charming is your sincerity,>
7189 pointer: 000001ECE231713D, len: 29 <   As Winter in their purity,>
7190 pointer: 000001ECE233BB5F, len: 29 <   Dreams with no continuity,>
7191 pointer: 000001ECE230D286, len: 31 <   The style of wise antiquity.>
7192 pointer: 000001ECE231041A, len: 26 <   It carries of antiquity>
7193 pointer: 000001ECE233BB41, len: 28 <   Of kindly, dim antiquity,>
7194 pointer: 000001ECE2317CBA, len: 33 <   With hope and then perplexity,>
7195 pointer: 000001ECE233806E, len: 31 <   With us 'tis quite a novelty>
7196 pointer: 000001ECE233A44B, len: 27 <   Also my wretched liberty>
7197 pointer: 000001ECE230C343, len: 34 <   The child of sloth and liberty.>
7198 pointer: 000001ECE2306745, len: 33 <   Von Wisine, friend of liberty,>
7199 pointer: 000001ECE230DF34, len: 23 <   Idolatry of liberty,>
7200 pointer: 000001ECE233A53D, len: 33 <   I thought-retirement, liberty,>
7201 pointer: 000001ECE2331386, len: 33 <   Thou too farewell, my liberty!>
7202 pointer: 000001ECE2305932, len: 30 <   Of tender years the modesty>



########################################################################################################################



1 pointer: 000001ECE23040D0 <      CANTO THE FIRST>
2 pointer: 000001ECE23040E7 <>
3 pointer: 000001ECE23040E9 <>
4 pointer: 000001ECE23040EB <     'The Spleen'>
5 pointer: 000001ECE23040FE <>
6 pointer: 000001ECE2304100 <     'He rushes at life and exhausts the passions.'>
7 pointer: 000001ECE2304135 <                                Prince Viazemski>
8 pointer: 000001ECE2304167 <>
9 pointer: 000001ECE2304169 <   Canto the First>
10 pointer: 000001ECE230417D <>
11 pointer: 000001ECE230417F <   I>
12 pointer: 000001ECE2304185 <>
13 pointer: 000001ECE2304187 <   ''My uncle's goodness is extreme,>
14 pointer: 000001ECE23041AD <   If seriously he hath disease;>
15 pointer: 000001ECE23041CF <   He hath acquired the world's esteem>
16 pointer: 000001ECE23041F7 <   And nothing more important sees;>
17 pointer: 000001ECE230421C <   A paragon of virtue he!>
18 pointer: 000001ECE2304238 <   But what a nuisance it will be,>
19 pointer: 000001ECE230425C <   Chained to his bedside night and day>
20 pointer: 000001ECE2304285 <   Without a chance to slip away.>
21 pointer: 000001ECE23042A8 <   Ye need dissimulation base>
22 pointer: 000001ECE23042C7 <   A dying man with art to soothe,>
23 pointer: 000001ECE23042EB <   Beneath his head the pillow smooth,>
24 pointer: 000001ECE2304313 <   And physic bring with mournful face,>
25 pointer: 000001ECE230433C <   To sigh and meditate alone:>
26 pointer: 000001ECE230435C <   When will the devil take his own!''>
27 pointer: 000001ECE2304384 <>
28 pointer: 000001ECE2304386 <   II>
29 pointer: 000001ECE230438D <>
30 pointer: 000001ECE230438F <   Thus mused a madcap young, who drove>
31 pointer: 000001ECE23043B8 <   Through clouds of dust at postal pace,>
32 pointer: 000001ECE23043E3 <   By the decree of Mighty Jove,>
33 pointer: 000001ECE2304405 <   Inheritor of all his race.>
34 pointer: 000001ECE2304424 <   Friends of Liudmila and Ruslan,(1)>
35 pointer: 000001ECE230444B <   Let me present ye to the man,>
36 pointer: 000001ECE230446D <   Who without more prevarication>
37 pointer: 000001ECE2304490 <   The hero is of my narration!>
38 pointer: 000001ECE23044B1 <   Oneguine, O my gentle readers,>
39 pointer: 000001ECE23044D4 <   Was born beside the Neva, where>
40 pointer: 000001ECE23044F8 <   It may be ye were born, or there>
41 pointer: 000001ECE230451D <   Have shone as one of fashion's leaders.>
42 pointer: 000001ECE2304549 <   I also wandered there of old,>
43 pointer: 000001ECE230456B <   But cannot stand the northern cold.(2)>
44 pointer: 000001ECE2304596 <>
45 pointer: 000001ECE2304598 <   [Note 1: _Ruslan and Liudmila_, the title of Pushkin's first>
46 pointer: 000001ECE23045D9 <   important work, written 1817-20. It is a tale relating the adventures>
47 pointer: 000001ECE2304623 <   of the knight-errant Ruslan in search of his fair lady Liudmila, who>
48 pointer: 000001ECE230466C <   has been carried off by a _kaldoon_, or magician.]>
49 pointer: 000001ECE23046A3 <>
50 pointer: 000001ECE23046A5 <   [Note 2: Written in Bessarabia.]>
51 pointer: 000001ECE23046CA <>
52 pointer: 000001ECE23046CC <   III>
53 pointer: 000001ECE23046D4 <>
54 pointer: 000001ECE23046D6 <   Having performed his service truly,>
55 pointer: 000001ECE23046FE <   Deep into debt his father ran;>
56 pointer: 000001ECE2304721 <   Three balls a year he gave ye duly,>
57 pointer: 000001ECE2304749 <   At last became a ruined man.>
58 pointer: 000001ECE230476A <   But Eugene was by fate preserved,>
59 pointer: 000001ECE2304790 <   For first ''madame'' his wants observed,>
60 pointer: 000001ECE23047BD <   And then ''monsieur'' supplied her place;(3)>
61 pointer: 000001ECE23047EE <   The boy was wild but full of grace.>
62 pointer: 000001ECE2304816 <   ''Monsieur l'Abbe'' a starving Gaul,>
63 pointer: 000001ECE230483F <   Fearing his pupil to annoy,>
64 pointer: 000001ECE230485F <   Instructed jestingly the boy,>
65 pointer: 000001ECE2304881 <   Morality taught scarce at all;>
66 pointer: 000001ECE23048A4 <   Gently for pranks he would reprove>
67 pointer: 000001ECE23048CB <   And in the Summer Garden rove.>
68 pointer: 000001ECE23048EE <>
69 pointer: 000001ECE23048F0 <   [Note 3: In Russia foreign tutors and governesses are commonly>
70 pointer: 000001ECE2304933 <   styled ''monsieur'' or ''madame.'']>
71 pointer: 000001ECE230495B <>
72 pointer: 000001ECE230495D <   IV>
73 pointer: 000001ECE2304964 <>
74 pointer: 000001ECE2304966 <   When youth's rebellious hour drew near>
75 pointer: 000001ECE2304991 <   And my Eugene the path must trace->
76 pointer: 000001ECE23049B8 <   The path of hope and tender fear->
77 pointer: 000001ECE23049DE <   Monsieur clean out of doors they chase.>
78 pointer: 000001ECE2304A0A <   Lo! my Oneguine free as air,>
79 pointer: 000001ECE2304A2B <   Cropped in the latest style his hair,>
80 pointer: 000001ECE2304A55 <   Dressed like a London dandy he>
81 pointer: 000001ECE2304A78 <   The giddy world at last shall see.>
82 pointer: 000001ECE2304A9F <   He wrote and spoke, so all allowed,>
83 pointer: 000001ECE2304AC7 <   In the French language perfectly,>
84 pointer: 000001ECE2304AED <   Danced the mazurka gracefully,>
85 pointer: 000001ECE2304B10 <   Without the least constraint he bowed.>
86 pointer: 000001ECE2304B3B <   What more's required? The world replies,>
87 pointer: 000001ECE2304B68 <   He is a charming youth and wise.>
88 pointer: 000001ECE2304B8D <>
89 pointer: 000001ECE2304B8F <   V>
90 pointer: 000001ECE2304B95 <>
91 pointer: 000001ECE2304B97 <   We all of us of education>
92 pointer: 000001ECE2304BB5 <   A something somehow have obtained,>
93 pointer: 000001ECE2304BDC <   Thus, praised be God! a reputation>
94 pointer: 000001ECE2304C03 <   With us is easily attained.>
95 pointer: 000001ECE2304C23 <   Oneguine was-so many deemed>
96 pointer: 000001ECE2304C43 <   [Unerring critics self-esteemed],>
97 pointer: 000001ECE2304C69 <   Pedantic although scholar like,>
98 pointer: 000001ECE2304C8D <   In truth he had the happy trick>
99 pointer: 000001ECE2304CB1 <   Without constraint in conversation>
100 pointer: 000001ECE2304CD8 <   Of touching lightly every theme.>
101 pointer: 000001ECE2304CFD <   Silent, oracular ye'd see him>
102 pointer: 000001ECE2304D1F <   Amid a serious disputation,>
103 pointer: 000001ECE2304D3F <   Then suddenly discharge a joke>
104 pointer: 000001ECE2304D62 <   The ladies' laughter to provoke.>
105 pointer: 000001ECE2304D87 <>
106 pointer: 000001ECE2304D89 <   VI>
107 pointer: 000001ECE2304D90 <>
108 pointer: 000001ECE2304D92 <   Latin is just now not in vogue,>
109 pointer: 000001ECE2304DB6 <   But if the truth I must relate,>
110 pointer: 000001ECE2304DDA <   Oneguine knew enough, the rogue>
111 pointer: 000001ECE2304DFE <   A mild quotation to translate,>
112 pointer: 000001ECE2304E21 <   A little Juvenal to spout,>
113 pointer: 000001ECE2304E40 <   With ''vale'' finish off a note;>
114 pointer: 000001ECE2304E65 <   Two verses he could recollect>
115 pointer: 000001ECE2304E87 <   Of the Æneid, but incorrect.>
116 pointer: 000001ECE2304EA9 <   In history he took no pleasure,>
117 pointer: 000001ECE2304ECD <   The dusty chronicles of earth>
118 pointer: 000001ECE2304EEF <   For him were but of little worth,>
119 pointer: 000001ECE2304F15 <   Yet still of anecdotes a treasure>
120 pointer: 000001ECE2304F3B <   Within his memory there lay,>
121 pointer: 000001ECE2304F5C <   From Romulus unto our day.>
122 pointer: 000001ECE2304F7B <>
123 pointer: 000001ECE2304F7D <   VII>
124 pointer: 000001ECE2304F85 <>
125 pointer: 000001ECE2304F87 <   For empty sound the rascal swore he>
126 pointer: 000001ECE2304FAF <   Existence would not make a curse,>
127 pointer: 000001ECE2304FD5 <   Knew not an iamb from a choree,>
128 pointer: 000001ECE2304FF9 <   Although we read him heaps of verse.>
129 pointer: 000001ECE2305022 <   Homer, Theocritus, he jeered,>
130 pointer: 000001ECE2305044 <   But Adam Smith to read appeared,>
131 pointer: 000001ECE2305069 <   And at economy was great;>
132 pointer: 000001ECE2305087 <   That is, he could elucidate>
133 pointer: 000001ECE23050A7 <   How empires store of wealth unfold,>
134 pointer: 000001ECE23050CF <   How flourish, why and wherefore less>
135 pointer: 000001ECE23050F8 <   If the raw product they possess>
136 pointer: 000001ECE230511C <   The medium is required of gold.>
137 pointer: 000001ECE2305140 <   The father scarcely understands>
138 pointer: 000001ECE2305164 <   His son and mortgages his lands.>
139 pointer: 000001ECE2305189 <>
140 pointer: 000001ECE230518B <   VIII>
141 pointer: 000001ECE2305194 <>
142 pointer: 000001ECE2305196 <   But upon all that Eugene knew>
143 pointer: 000001ECE23051B8 <   I have no leisure here to dwell,>
144 pointer: 000001ECE23051DD <   But say he was a genius who>
145 pointer: 000001ECE23051FD <   In one thing really did excel.>
146 pointer: 000001ECE2305220 <   It occupied him from a boy,>
147 pointer: 000001ECE2305240 <   A labour, torment, yet a joy,>
148 pointer: 000001ECE2305262 <   It whiled his idle hours away>
149 pointer: 000001ECE2305284 <   And wholly occupied his day->
150 pointer: 000001ECE23052A5 <   The amatory science warm,>
151 pointer: 000001ECE23052C3 <   Which Ovid once immortalized,>
152 pointer: 000001ECE23052E5 <   For which the poet agonized>
153 pointer: 000001ECE2305305 <   Laid down his life of sun and storm>
154 pointer: 000001ECE230532D <   On the steppes of Moldavia lone,>
155 pointer: 000001ECE2305352 <   Far from his Italy-his own.(4)>
156 pointer: 000001ECE2305375 <>
157 pointer: 000001ECE2305377 <   [Note 4: Referring to Tomi, the reputed place of exile of Ovid.>
158 pointer: 000001ECE23053BB <   Pushkin, then residing in Bessarabia, was in the same predicament>
159 pointer: 000001ECE2305401 <   as his predecessor in song, though he certainly did not plead>
160 pointer: 000001ECE2305443 <   guilty to the fact, since he remarks in his ode to Ovid:>
161 pointer: 000001ECE2305480 <                          To exile _self-consigned_,>
162 pointer: 000001ECE23054B6 <      With self, society, existence, discontent,>
163 pointer: 000001ECE23054E8 <      I visit in these days, with melancholy mind,>
164 pointer: 000001ECE230551C <      The country whereunto a mournful age thee sent.>
165 pointer: 000001ECE2305553 <>
166 pointer: 000001ECE2305555 <   Ovid thus enumerates the causes which brought about his banishment:>
167 pointer: 000001ECE230559D <>
168 pointer: 000001ECE230559F <      ''Perdiderint quum me _duo_ crimina, carmen et error,>
169 pointer: 000001ECE23055DC <      Alterius facti culpa silenda mihi est.''>
170 pointer: 000001ECE230560C <                        _Ovidii Nasonis Tristium_, lib. ii. 207.]>
171 pointer: 000001ECE230564F <>
172 pointer: 000001ECE2305651 <   IX>
173 pointer: 000001ECE2305658 <>
174 pointer: 000001ECE230565A <   How soon he learnt deception's art,>
175 pointer: 000001ECE2305682 <   Hope to conceal and jealousy,>
176 pointer: 000001ECE23056A4 <   False confidence or doubt to impart,>
177 pointer: 000001ECE23056CD <   Sombre or glad in turn to be,>
178 pointer: 000001ECE23056EF <   Haughty appear, subservient,>
179 pointer: 000001ECE2305710 <   Obsequious or indifferent!>
180 pointer: 000001ECE230572F <   What languor would his silence show,>
181 pointer: 000001ECE2305758 <   How full of fire his speech would glow!>
182 pointer: 000001ECE2305784 <   How artless was the note which spoke>
183 pointer: 000001ECE23057AD <   Of love again, and yet again;>
184 pointer: 000001ECE23057CF <   How deftly could he transport feign!>
185 pointer: 000001ECE23057F8 <   How bright and tender was his look,>
186 pointer: 000001ECE2305820 <   Modest yet daring! And a tear>
187 pointer: 000001ECE2305842 <   Would at the proper time appear.>
188 pointer: 000001ECE2305867 <>
189 pointer: 000001ECE2305869 <   X>
190 pointer: 000001ECE230586F <>
191 pointer: 000001ECE2305871 <   How well he played the greenhorn's part>
192 pointer: 000001ECE230589D <   To cheat the inexperienced fair,>
193 pointer: 000001ECE23058C2 <   Sometimes by pleasing flattery's art,>
194 pointer: 000001ECE23058EC <   Sometimes by ready-made despair;>
195 pointer: 000001ECE2305911 <   The feeble moment would espy>
196 pointer: 000001ECE2305932 <   Of tender years the modesty>
197 pointer: 000001ECE2305952 <   Conquer by passion and address,>
198 pointer: 000001ECE2305976 <   Await the long-delayed caress.>
199 pointer: 000001ECE2305999 <   Avowal then 'twas time to pray,>
200 pointer: 000001ECE23059BD <   Attentive to the heart's first beating,>
201 pointer: 000001ECE23059E9 <   Follow up love-a secret meeting>
202 pointer: 000001ECE2305A0D <   Arrange without the least delay->
203 pointer: 000001ECE2305A32 <   Then, then-well, in some solitude>
204 pointer: 000001ECE2305A58 <   Lessons to give he understood!>
205 pointer: 000001ECE2305A7B <>
206 pointer: 000001ECE2305A7D <   XI>
207 pointer: 000001ECE2305A84 <>
208 pointer: 000001ECE2305A86 <   How soon he learnt to titillate>
209 pointer: 000001ECE2305AAA <   The heart of the inveterate flirt!>
210 pointer: 000001ECE2305AD1 <   Desirous to annihilate>
211 pointer: 000001ECE2305AEC <   His own antagonists expert,>
212 pointer: 000001ECE2305B0C <   How bitterly he would malign,>
213 pointer: 000001ECE2305B2E <   With many a snare their pathway line!>
214 pointer: 000001ECE2305B58 <   But ye, O happy husbands, ye>
215 pointer: 000001ECE2305B79 <   With him were friends eternally:>
216 pointer: 000001ECE2305B9E <   The crafty spouse caressed him, who>
217 pointer: 000001ECE2305BC6 <   By Faublas in his youth was schooled,(5)>
218 pointer: 000001ECE2305BF3 <   And the suspicious veteran old,>
219 pointer: 000001ECE2305C17 <   The pompous, swaggering cuckold too,>
220 pointer: 000001ECE2305C40 <   Who floats contentedly through life,>
221 pointer: 000001ECE2305C69 <   Proud of his dinners and his wife!>
222 pointer: 000001ECE2305C90 <>
223 pointer: 000001ECE2305C92 <   [Note 5: _Les Aventures du Chevalier de Faublas_, a romance of a>
224 pointer: 000001ECE2305CD7 <   loose character by Jean Baptiste Louvet de Couvray, b. 1760,>
225 pointer: 000001ECE2305D18 <   d. 1797, famous for his bold oration denouncing Robespierre,>
226 pointer: 000001ECE2305D59 <   Marat and Danton.]>
227 pointer: 000001ECE2305D70 <>
228 pointer: 000001ECE2305D72 <   XII>
229 pointer: 000001ECE2305D7A <>
230 pointer: 000001ECE2305D7C <   One morn whilst yet in bed he lay,>
231 pointer: 000001ECE2305DA3 <   His valet brings him letters three.>
232 pointer: 000001ECE2305DCB <   What, invitations? The same day>
233 pointer: 000001ECE2305DEF <   As many entertainments be!>
234 pointer: 000001ECE2305E0E <   A ball here, there a children's treat,>
235 pointer: 000001ECE2305E39 <   Whither shall my rapscallion flit?>
236 pointer: 000001ECE2305E60 <   Whither shall he go first? He'll see,>
237 pointer: 000001ECE2305E8A <   Perchance he will to all the three.>
238 pointer: 000001ECE2305EB2 <   Meantime in matutinal dress>
239 pointer: 000001ECE2305ED2 <   And hat surnamed a ''Bolivar''(6)>
240 pointer: 000001ECE2305EF8 <   He hies unto the ''Boulevard,''>
241 pointer: 000001ECE2305F1C <   To loiter there in idleness>
242 pointer: 000001ECE2305F3C <   Until the sleepless Breguet chime(7)>
243 pointer: 000001ECE2305F65 <   Announcing to him dinner-time.>
244 pointer: 000001ECE2305F88 <>
245 pointer: 000001ECE2305F8A <   [Note 6: A la ''Bolivar,'' from the founder of Bolivian independence.]>
246 pointer: 000001ECE2305FD5 <>
247 pointer: 000001ECE2305FD7 <   [Note 7: M. Breguet, a celebrated Parisian watchmaker-hence a>
248 pointer: 000001ECE2306019 <   slang term for a watch.]>
249 pointer: 000001ECE2306036 <>
250 pointer: 000001ECE2306038 <   XIII>
251 pointer: 000001ECE2306041 <>
252 pointer: 000001ECE2306043 <   'Tis dark. He seats him in a sleigh,>
253 pointer: 000001ECE230606C <   ''Drive on!'' the cheerful cry goes forth,>
254 pointer: 000001ECE230609B <   His furs are powdered on the way>
255 pointer: 000001ECE23060C0 <   By the fine silver of the north.>
256 pointer: 000001ECE23060E5 <   He bends his course to Talon's, where(8)>
257 pointer: 000001ECE2306112 <   He knows Kaverine will repair.(9)>
258 pointer: 000001ECE2306138 <   He enters. High the cork arose>
259 pointer: 000001ECE230615B <   And Comet champagne foaming flows.>
260 pointer: 000001ECE2306182 <   Before him red roast beef is seen>
261 pointer: 000001ECE23061A8 <   And truffles, dear to youthful eyes,>
262 pointer: 000001ECE23061D1 <   Flanked by immortal Strasbourg pies,>
263 pointer: 000001ECE23061FA <   The choicest flowers of French cuisine,>
264 pointer: 000001ECE2306226 <   And Limburg cheese alive and old>
265 pointer: 000001ECE230624B <   Is seen next pine-apples of gold.>
266 pointer: 000001ECE2306271 <>
267 pointer: 000001ECE2306273 <   [Note 8: Talon, a famous St. Petersburg restaurateur.]>
268 pointer: 000001ECE23062AE <>
269 pointer: 000001ECE23062B0 <   [Note 9: Paul Petròvitch Kaverine, a friend for whom Pushkin in>
270 pointer: 000001ECE23062F5 <   his youth appears to have entertained great respect and>
271 pointer: 000001ECE2306331 <   admiration. He was an officer in the Hussars of the Guard, and>
272 pointer: 000001ECE2306374 <   a noted ''dandy'' and man about town. The poet on one occasion>
273 pointer: 000001ECE23063B7 <   addressed the following impromptu to his friend's portrait:>
274 pointer: 000001ECE23063F7 <>
275 pointer: 000001ECE23063F9 <      ''Within him daily see the the fires of punch and war,>
276 pointer: 000001ECE2306437 <      Upon the fields of Mars a gallant warrior,>
277 pointer: 000001ECE2306469 <      A faithful friend to friends, of ladies torturer,>
278 pointer: 000001ECE23064A2 <                          But ever the Hussar.'']>
279 pointer: 000001ECE23064D5 <>
280 pointer: 000001ECE23064D7 <   XIV>
281 pointer: 000001ECE23064DF <>
282 pointer: 000001ECE23064E1 <   Still thirst fresh draughts of wine compels>
283 pointer: 000001ECE2306511 <   To cool the cutlets' seething grease,>
284 pointer: 000001ECE230653B <   When the sonorous Breguet tells>
285 pointer: 000001ECE230655F <   Of the commencement of the piece.>
286 pointer: 000001ECE2306585 <   A critic of the stage malicious,>
287 pointer: 000001ECE23065AA <   A slave of actresses capricious,>
288 pointer: 000001ECE23065CF <   Oneguine was a citizen>
289 pointer: 000001ECE23065EA <   Of the domains of the side-scene.>
290 pointer: 000001ECE2306610 <   To the theatre he repairs>
291 pointer: 000001ECE230662E <   Where each young critic ready stands,>
292 pointer: 000001ECE2306658 <   Capers applauds with clap of hands,>
293 pointer: 000001ECE2306680 <   With hisses Cleopatra scares,>
294 pointer: 000001ECE23066A2 <   Moina recalls for this alone>
295 pointer: 000001ECE23066C3 <   That all may hear his voice's tone.>
296 pointer: 000001ECE23066EB <>
297 pointer: 000001ECE23066ED <   XV>
298 pointer: 000001ECE23066F4 <>
299 pointer: 000001ECE23066F6 <   Thou fairy-land! Where formerly>
300 pointer: 000001ECE230671A <   Shone pungent Satire's dauntless king,>
301 pointer: 000001ECE2306745 <   Von Wisine, friend of liberty,>
302 pointer: 000001ECE2306768 <   And Kniajnine, apt at copying.>
303 pointer: 000001ECE230678B <   The young Simeonova too there>
304 pointer: 000001ECE23067AD <   With Ozeroff was wont to share>
305 pointer: 000001ECE23067D0 <   Applause, the people's donative.>
306 pointer: 000001ECE23067F5 <   There our Katenine did revive>
307 pointer: 000001ECE2306817 <   Corneille's majestic genius,>
308 pointer: 000001ECE2306838 <   Sarcastic Shakhovskoi brought out>
309 pointer: 000001ECE230685E <   His comedies, a noisy rout,>
310 pointer: 000001ECE230687E <   There Didelot became glorious,>
311 pointer: 000001ECE23068A1 <   There, there, beneath the side-scene's shade>
312 pointer: 000001ECE23068D2 <   The drama of my youth was played.(10)>
313 pointer: 000001ECE23068FC <>
314 pointer: 000001ECE23068FE <   [Note 10: _Denis Von Wisine_ (1741-92), a favourite Russian>
315 pointer: 000001ECE230693E <   dramatist. His first comedy ''The Brigadier,'' procured him the>
316 pointer: 000001ECE2306982 <   favour of the second Catherine. His best, however, is the>
317 pointer: 000001ECE23069C0 <   ''Minor'' (Niedorosl). Prince Potemkin, after witnessing it,>
318 pointer: 000001ECE2306A01 <   summoned the author, and greeted him with the exclamation,>
319 pointer: 000001ECE2306A40 <   ''Die now, Denis!'' In fact, his subsequent performances were>
320 pointer: 000001ECE2306A82 <   not of equal merit.>
321 pointer: 000001ECE2306A9A <>
322 pointer: 000001ECE2306A9C <   _Jacob Borissovitch Kniajnine_ (1742-91), a clever adapter of>
323 pointer: 000001ECE2306ADE <   French tragedy.>
324 pointer: 000001ECE2306AF2 <>
325 pointer: 000001ECE2306AF4 <   _Simeonova_, a celebrated tragic actress, who retired from>
326 pointer: 000001ECE2306B33 <   the stage in early life and married a Prince Gagarine.>
327 pointer: 000001ECE2306B6E <>
328 pointer: 000001ECE2306B70 <   _Ozeroff_, one of the best-known Russian dramatists of the>
329 pointer: 000001ECE2306BAF <   period; he possessed more originality than Kniajnine. ''Œdipus>
330 pointer: 000001ECE2306BF3 <   in Athens,'' ''Fingal,'' ''Demetrius Donskoi,'' and ''Polyxena,'' are>
331 pointer: 000001ECE2306C3D <   the best known of his tragedies.>
332 pointer: 000001ECE2306C62 <>
333 pointer: 000001ECE2306C64 <   _Katenine_ translated Corneille's tragedies into Russian.>
334 pointer: 000001ECE2306CA2 <>
335 pointer: 000001ECE2306CA4 <   _Didelot_, sometime Director of the ballet at the Opera at>
336 pointer: 000001ECE2306CE3 <   St. Petersburg.]>
337 pointer: 000001ECE2306CF8 <>
338 pointer: 000001ECE2306CFA <   XVI>
339 pointer: 000001ECE2306D02 <>
340 pointer: 000001ECE2306D04 <   My goddesses, where are your shades?>
341 pointer: 000001ECE2306D2D <   Do ye not hear my mournful sighs?>
342 pointer: 000001ECE2306D53 <   Are ye replaced by other maids>
343 pointer: 000001ECE2306D76 <   Who cannot conjure former joys?>
344 pointer: 000001ECE2306D9A <   Shall I your chorus hear anew,>
345 pointer: 000001ECE2306DBD <   Russia's Terpsichore review>
346 pointer: 000001ECE2306DDD <   Again in her ethereal dance?>
347 pointer: 000001ECE2306DFE <   Or will my melancholy glance>
348 pointer: 000001ECE2306E1F <   On the dull stage find all things changed,>
349 pointer: 000001ECE2306E4E <   The disenchanted glass direct>
350 pointer: 000001ECE2306E70 <   Where I can no more recollect?->
351 pointer: 000001ECE2306E94 <   A careless looker-on estranged>
352 pointer: 000001ECE2306EB7 <   In silence shall I sit and yawn>
353 pointer: 000001ECE2306EDB <   And dream of life's delightful dawn?>
354 pointer: 000001ECE2306F04 <>
355 pointer: 000001ECE2306F06 <   XVII>
356 pointer: 000001ECE2306F0F <>
357 pointer: 000001ECE2306F11 <   The house is crammed. A thousand lamps>
358 pointer: 000001ECE2306F3C <   On pit, stalls, boxes, brightly blaze,>
359 pointer: 000001ECE2306F67 <   Impatiently the gallery stamps,>
360 pointer: 000001ECE2306F8B <   The curtain now they slowly raise.>
361 pointer: 000001ECE2306FB2 <   Obedient to the magic strings,>
362 pointer: 000001ECE2306FD5 <   Brilliant, ethereal, there springs>
363 pointer: 000001ECE2306FFC <   Forth from the crowd of nymphs surrounding>
364 pointer: 000001ECE230702B <   Istomina(*) the nimbly-bounding;>
365 pointer: 000001ECE2307050 <   With one foot resting on its tip>
366 pointer: 000001ECE2307075 <   Slow circling round its fellow swings>
367 pointer: 000001ECE230709F <   And now she skips and now she springs>
368 pointer: 000001ECE23070C9 <   Like down from Aeolus's lip,>
369 pointer: 000001ECE23070EA <   Now her lithe form she arches o'er>
370 pointer: 000001ECE2307111 <   And beats with rapid foot the floor.>
371 pointer: 000001ECE230713A <>
372 pointer: 000001ECE230713C <   [Note: Istomina-A celebrated Circassian dancer of the day, with>
373 pointer: 000001ECE2307180 <   whom the poet in his extreme youth imagined himself in love.]>
374 pointer: 000001ECE23071C2 <>
375 pointer: 000001ECE23071C4 <   XVIII>
376 pointer: 000001ECE23071CE <>
377 pointer: 000001ECE23071D0 <   Shouts of applause! Oneguine passes>
378 pointer: 000001ECE23071F8 <   Between the stalls, along the toes;>
379 pointer: 000001ECE2307220 <   Seated, a curious look with glasses>
380 pointer: 000001ECE2307248 <   On unknown female forms he throws.>
381 pointer: 000001ECE230726F <   Free scope he yields unto his glance,>
382 pointer: 000001ECE2307299 <   Reviews both dress and countenance,>
383 pointer: 000001ECE23072C1 <   With all dissatisfaction shows.>
384 pointer: 000001ECE23072E5 <   To male acquaintances he bows,>
385 pointer: 000001ECE2307308 <   And finally he deigns let fall>
386 pointer: 000001ECE230732B <   Upon the stage his weary glance.>
387 pointer: 000001ECE2307350 <   He yawns, averts his countenance,>
388 pointer: 000001ECE2307376 <   Exclaiming, ''We must change 'em all!>
389 pointer: 000001ECE23073A0 <   I long by ballets have been bored,>
390 pointer: 000001ECE23073C7 <   Now Didelot scarce can be endured!''>
391 pointer: 000001ECE23073F0 <>
392 pointer: 000001ECE23073F2 <   XIX>
393 pointer: 000001ECE23073FA <>
394 pointer: 000001ECE23073FC <   Snakes, satyrs, loves with many a shout>
395 pointer: 000001ECE2307428 <   Across the stage still madly sweep,>
396 pointer: 000001ECE2307450 <   Whilst the tired serving-men without>
397 pointer: 000001ECE2307479 <   Wrapped in their sheepskins soundly sleep.>
398 pointer: 000001ECE23074A8 <   Still the loud stamping doth not cease,>
